Ca4B9C14-R3m,30
Ca4B9C14-I4,41
Ca4B10C13-I43m,101
Ca4B11C12-Cm,32
Ca4B11C12-C2,35
KCaB6C6-Pm3,75.2
KSrB6C6-Pm3,74.3
KPbB6C6-Pm3,88.3
KLaB6C6-Pm3,36.9
RbSrB6C6-Pm3,76.6
RbLaB6C6-Pm3,36
CsLaB6C6-Pm3,43.1
CaBaB6C6-Pm3,48.1
CaYB6C6-Pm3,36.8
CaLaB6C6-Pm3,31.9
SrBaB6C6-Pm3,42.1
SrPbB6C6-Pm3,48.9
SrYB6C6-Pm3,36.5
SrLaB6C6-Pm3,30
BaPbB6C6-Pm3,53.8
BaYB6C6-Pm3,41.7
BaLaB6C6-Pm3,32.6
SnYB6C6-Pm3,44.2
SnLaB6C6-Pm3,40.5
PbYB6C6-Pm3,42.8
PbLaB6C6-Pm3,37.4
SrB3C3-Pm3n,38.8
BaB3C3-Pm3n,45

